19.526914	45.505108	
19.526914	45.505108	
20.439163	45.794199	
20.439163	45.794199	
21.006053	45.171846	
21.006053	45.171846	
20.327675	45.258111	
20.327675	45.258111	
19.110586	45.517777	
19.110586	45.517777	
19.40905	45.996946	
19.524578	45.1179897	
19.524578	45.1179897	
20.260653	45.137065	
20.260653	45.137065	
19.264371	45.042895	
19.264371	45.042895	
19.385321	45.70459	
21.420223	44.382758	
19.646409	43.38478	
19.236739	45.121332	
19.826382	43.866279	
20.694367	42.918264	
22.402966	43.057643	
19.851461	44.272764	
22.256316	43.597383	
20.119577	43.082878	
20.643677	43.751678	
20.643677	43.751678	
21.43415	45.182659	
22.256316	43.597383	
21.57655	42.573187	
21.43415	45.182659	
20.694367	42.918264	
20.119577	43.082878	
20.978816	43.635875	
21.154814	45.044254	
20.119577	43.082878	
19.385321	45.70459	
19.385321	45.70459	
19.385321	45.70459	
19.385321	45.70459	
20.465275	45.828333	
20.465275	45.828333	
20.694367	42.918264	
20.804007	43.104876	
20.846434	42.908099	
20.846434	42.908099	
20.501142	44.142126	
19.866667	45.25	
19.866667	45.25	
20.035228	45.214242	
19.451342	45.226466	
19.535247	45.216429	
21.037778	43.381389	
21.327213	43.574243	
21.200146	43.421908	
21.353255	43.592706	
21.022472	43.323498	
20.978816	43.635875	
19.826382	43.866279	
20.228299	44.747398	
21.43415	45.182659	
21.43415	45.182659	
21.43415	45.182659	
21.43415	45.182659	
21.43415	45.182659	
21.43415	45.182659	
21.43415	45.182659	
21.420223	44.382758	
21.420223	44.382758	
19.560833	43.946644	
20.326674	44.602431	
20.326674	44.602431	
20.326674	44.602431
